DATASOURCE_REGID	SMILES_RDKIT_2019.09.2	SUBSTANCE_SYNONYM	SUBSTANCE_COMMENT	SUBSTANCE_URL	INCHI_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_CHEMAXON_19.27.0	SMILES_CHEMAXON_19.27.0	INCHIKEYS MATCH?
UALIB-942	C/C=C/C(=C(/OCC)O[Si](C)(C)C)[Si](CC)(CC)CC	60f	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C16H34O2Si2/c1-9-14-15(20(11-3,12-4)13-5)16(17-10-2)18-19(6,7)8/h9,14H,10-13H2,1-8H3/b14-9+,16-15+	PSIOCEFTBJUJMF-MPKFQDELSA-N	PSIOCEFTBJUJMF-MPKFQDELSA-N	CCO\C(O[Si](C)(C)C)=C(\C=C\C)/[Si](CC)(CC)CC	TRUE
UALIB-943	CCO/C(O[Si](C)(C)C)=C(/C=C/[Si](C)(C)C)[Si](C)(C)C	60h	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C15H34O2Si3/c1-11-16-15(17-20(8,9)10)14(19(5,6)7)12-13-18(2,3)4/h12-13H,11H2,1-10H3/b13-12+,15-14+	PDHIKEOKIQFXHJ-SQIWNDBBSA-N	PDHIKEOKIQFXHJ-SQIWNDBBSA-N	CCO\C(O[Si](C)(C)C)=C(\C=C\[Si](C)(C)C)/[Si](C)(C)C	TRUE
UALIB-944	CCO/C(O[Si](C)(C)C)=C(/C=C(C)C)[Si](C)(C)C	60g	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C14H30O2Si2/c1-10-15-14(16-18(7,8)9)13(11-12(2)3)17(4,5)6/h11H,10H2,1-9H3/b14-13+	LJHOOEJFICDVSU-BUHFOSPRSA-N	LJHOOEJFICDVSU-BUHFOSPRSA-N	CCO\C(O[Si](C)(C)C)=C(\C=C(C)C)[Si](C)(C)C	TRUE
UALIB-945	CCOC(=O)C(C(CC)CC)[Si](C)(C)C	116a	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C12H26O2Si/c1-7-10(8-2)11(15(4,5)6)12(13)14-9-3/h10-11H,7-9H2,1-6H3	FOCLANABXSPPJE-UHFFFAOYSA-N	FOCLANABXSPPJE-UHFFFAOYSA-N	CCOC(=O)C(C(CC)CC)[Si](C)(C)C	TRUE
UALIB-946	CCOC(=O)C(C(C)CC)[Si](C)(C)C	116b	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C11H24O2Si/c1-7-9(3)10(14(4,5)6)11(12)13-8-2/h9-10H,7-8H2,1-6H3	VWXMTDNXACOXEG-UHFFFAOYSA-N	VWXMTDNXACOXEG-UHFFFAOYSA-N	CCOC(=O)C(C(C)CC)[Si](C)(C)C	TRUE
UALIB-947	CCOC(=O)[C@H]([C@@H](CC)C[Si](C)(C)C)[Si](C)(C)C	116d	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C14H32O2Si2/c1-9-12(11-17(3,4)5)13(18(6,7)8)14(15)16-10-2/h12-13H,9-11H2,1-8H3/t12-,13-/m0/s1	KGXILDWPAXYPTN-STQMWFEESA-N	KGXILDWPAXYPTN-STQMWFEESA-N	CCOC(=O)[C@H]([C@@H](CC)C[Si](C)(C)C)[Si](C)(C)C	TRUE
UALIB-948	CCOC(=O)[C@H]([C@@H](CC)CC1=CC=CC=C1)[Si](C)(C)C	116f	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C17H28O2Si/c1-6-15(13-14-11-9-8-10-12-14)16(20(3,4)5)17(18)19-7-2/h8-12,15-16H,6-7,13H2,1-5H3/t15-,16-/m0/s1	IXGIRYHQDWAVKN-HOTGVXAUSA-N	IXGIRYHQDWAVKN-HOTGVXAUSA-N	CCOC(=O)[C@H]([C@@H](CC)CC1=CC=CC=C1)[Si](C)(C)C	TRUE
UALIB-949	CCOC(=O)C(C(CC)CC)[Si](CC)(CC)CC	116g	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C15H32O2Si/c1-7-13(8-2)14(15(16)17-9-3)18(10-4,11-5)12-6/h13-14H,7-12H2,1-6H3	UCJJQSMTPGQKFO-UHFFFAOYSA-N	UCJJQSMTPGQKFO-UHFFFAOYSA-N	CCOC(=O)C(C(CC)CC)[Si](CC)(CC)CC	TRUE
UALIB-950	CCOC(=O)[C@H]([C@@H](CC)C(C)C)[Si](C)(C)C	116c	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C13H28O2Si/c1-8-11(10(3)4)12(16(5,6)7)13(14)15-9-2/h10-12H,8-9H2,1-7H3/t11-,12-/m0/s1	GCIGQRUHDXQSSN-RYUDHWBXSA-N	GCIGQRUHDXQSSN-RYUDHWBXSA-N	CCOC(=O)[C@H]([C@@H](CC)C(C)C)[Si](C)(C)C	TRUE
UALIB-951	CCOC(=O)[C@H]([C@@H](C[Si](C)(C)C)C(C)C)[Si](C)(C)C	116j	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C15H34O2Si2/c1-10-17-15(16)14(19(7,8)9)13(12(2)3)11-18(4,5)6/h12-14H,10-11H2,1-9H3/t13-,14-/m0/s1	PAFXKHQAVMCIRY-KBPBESRZSA-N	PAFXKHQAVMCIRY-KBPBESRZSA-N	CCOC(=O)[C@H]([C@@H](C[Si](C)(C)C)C(C)C)[Si](C)(C)C	TRUE
UALIB-952	CCOC(=O)[C@H]([C@@H](CC)C(C)C)[Si](CC)(CC)CC	116k	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C16H34O2Si/c1-8-14(13(6)7)15(16(17)18-9-2)19(10-3,11-4)12-5/h13-15H,8-12H2,1-7H3/t14-,15-/m0/s1	WRCLTFRBIQVXHO-GJZGRUSLSA-N	WRCLTFRBIQVXHO-GJZGRUSLSA-N	CCOC(=O)[C@H]([C@@H](CC)C(C)C)[Si](CC)(CC)CC	TRUE
UALIB-953	CCOC(=O)[C@H]([C@@H](C)C(C)C)[Si](C)(C)C	116e	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C12H26O2Si/c1-8-14-12(13)11(15(5,6)7)10(4)9(2)3/h9-11H,8H2,1-7H3/t10-,11-/m0/s1	KHQAQXITMFRPFP-QWRGUYRKSA-N	KHQAQXITMFRPFP-QWRGUYRKSA-N	CCOC(=O)[C@H]([C@@H](C)C(C)C)[Si](C)(C)C	TRUE
UALIB-954	CCOC(=O)[C@H]([C@@H](CC)C1=CC=CC=C1)[Si](C)(C)C	116h	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C16H26O2Si/c1-6-14(13-11-9-8-10-12-13)15(19(3,4)5)16(17)18-7-2/h8-12,14-15H,6-7H2,1-5H3/t14-,15-/m0/s1	TXGGQIQVXACKRC-GJZGRUSLSA-N	TXGGQIQVXACKRC-GJZGRUSLSA-N	CCOC(=O)[C@H]([C@@H](CC)C1=CC=CC=C1)[Si](C)(C)C	TRUE
UALIB-955	CCOC(=O)[C@H]([C@@H](C)C1=CC=CC=C1)[Si](C)(C)C	116i	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C15H24O2Si/c1-6-17-15(16)14(18(3,4)5)12(2)13-10-8-7-9-11-13/h7-12,14H,6H2,1-5H3/t12-,14-/m0/s1	YXADUJGIFUKQQU-JSGCOSHPSA-N	YXADUJGIFUKQQU-JSGCOSHPSA-N	CCOC(=O)[C@H]([C@@H](C)C1=CC=CC=C1)[Si](C)(C)C	TRUE
UALIB-956	CCOC(=O)[C@H]([C@@H](CC)C1CCCCC1)[Si](C)(C)C	116l	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C16H32O2Si/c1-6-14(13-11-9-8-10-12-13)15(19(3,4)5)16(17)18-7-2/h13-15H,6-12H2,1-5H3/t14-,15-/m0/s1	RTXBBUAONQYEDL-GJZGRUSLSA-N	RTXBBUAONQYEDL-GJZGRUSLSA-N	CCOC(=O)[C@H]([C@@H](CC)C1CCCCC1)[Si](C)(C)C	TRUE
UALIB-957	CCOC(=O)[C@H]([C@@H](C)C1CCCCC1)[Si](C)(C)C	116m	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C15H30O2Si/c1-6-17-15(16)14(18(3,4)5)12(2)13-10-8-7-9-11-13/h12-14H,6-11H2,1-5H3/t12-,14-/m0/s1	DQRYGFRIOVHDBM-JSGCOSHPSA-N	DQRYGFRIOVHDBM-JSGCOSHPSA-N	CCOC(=O)[C@H]([C@@H](C)C1CCCCC1)[Si](C)(C)C	TRUE
UALIB-958	CC/C=C(/C=C/C1=CC=CC=C1)C(=O)OCC	166e	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C15H18O2/c1-3-8-14(15(16)17-4-2)12-11-13-9-6-5-7-10-13/h5-12H,3-4H2,1-2H3/b12-11+,14-8-	MQTVTUKROPSUOF-LVIRMKODSA-N	MQTVTUKROPSUOF-LVIRMKODSA-N	CCOC(=O)\C(=C/CC)\C=C\C1=CC=CC=C1	TRUE
UALIB-959	CCOC(=O)C(=C\C(C)C)/C=C/C1=CC=CC=C1	166f	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C16H20O2/c1-4-18-16(17)15(12-13(2)3)11-10-14-8-6-5-7-9-14/h5-13H,4H2,1-3H3/b11-10+,15-12-	PLPJMUFTVJHSPG-JWIYKGGMSA-N	PLPJMUFTVJHSPG-JWIYKGGMSA-N	CCOC(=O)\C(\C=C\C1=CC=CC=C1)=C/C(C)C	TRUE
UALIB-960	CC/C=C(/C=C(C)C)C(=O)OCC	166h	Johnson, D.A. Synthetic applications of (E)-alpha-trialkylsilyl-alpha,beta-unsaturated esters. Ph.D. Thesis, The University of Alabama, 2017.	https://ir.ua.edu/handle/123456789/3547	InChI=1S/C11H18O2/c1-5-7-10(8-9(3)4)11(12)13-6-2/h7-8H,5-6H2,1-4H3/b10-7-	LABDFCQEZVFCQJ-YFHOEESVSA-N	LABDFCQEZVFCQJ-YFHOEESVSA-N	CCOC(=O)C(=C/CC)\C=C(C)C	TRUE
