DATASOURCE_REGID	SMILES_RDKIT_2019.09.2	SUBSTANCE_SYNONYM	SUBSTANCE_COMMENT	SUBSTANCE_URL	INCHI_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_CHEMAXON_19.27.0	SMILES_CHEMAXON_19.27.0	INCHIKEY MATCH?
UALIB-729	COC1=CC=C(N(C2=CC=C(OC)C=C2)C2=CC=C(N(C3=CC=C(OC)C=C3)C3=CC=C(C4=C(S(=O)(=O)C5=CC=C(C)C=C5)C5C=CC4C5)C=C3)C=C2)C=C1	PD-N-Ts	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C47H42N2O5S/c1-32-5-29-45(30-6-32)55(50,51)47-35-8-7-34(31-35)46(47)33-9-11-36(12-10-33)48(39-17-23-42(52-2)24-18-39)37-13-15-38(16-14-37)49(40-19-25-43(53-3)26-20-40)41-21-27-44(54-4)28-22-41/h5-30,34-35H,31H2,1-4H3	PSAFSZMSUIOZJG-UHFFFAOYSA-N	PSAFSZMSUIOZJG-UHFFFAOYSA-N	COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)C1=C(C2CC1C=C2)S(=O)(=O)C1=CC=C(C)C=C1	TRUE
UALIB-730	CC(=O)C1=C(C2=CC=CC=C2)C2C=CC1C2	Ph-N-Ac	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C15H14O/c1-10(16)14-12-7-8-13(9-12)15(14)11-5-3-2-4-6-11/h2-8,12-13H,9H2,1H3	UNEHANCGQJFLQS-UHFFFAOYSA-N	UNEHANCGQJFLQS-UHFFFAOYSA-N	CC(=O)C1=C(C2CC1C=C2)C1=CC=CC=C1	TRUE
UALIB-731	O=[N+]([O-])C1=CC=C(S(=O)(=O)[Na])C=C1	Compound 8	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C6H4NO4S.Na/c8-7(9)5-1-3-6(4-2-5)12(10)11;/h1-4H;	PAMCPPAOEYFGRC-UHFFFAOYSA-N	PAMCPPAOEYFGRC-UHFFFAOYSA-N	[O-][N+](=O)C1=CC=C(C=C1)S([Na])(=O)=O	TRUE
UALIB-732	O=[N+]([O-])C1=CC=C(S(=O)(=O)/C=C(/I)C2=CC=C(Br)C=C2)C=C1	Compound 9	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C14H9BrINO4S/c15-11-3-1-10(2-4-11)14(16)9-22(20,21)13-7-5-12(6-8-13)17(18)19/h1-9H/b14-9+	ZYBBMOWLFYPVMK-NTEUORMPSA-N	ZYBBMOWLFYPVMK-NTEUORMPSA-N	[O-][N+](=O)C1=CC=C(C=C1)S(=O)(=O)\C=C(\I)C1=CC=C(Br)C=C1	TRUE
UALIB-733	O=[N+]([O-])C1=CC=C(OCCCOC2=CC=C([N+](=O)[O-])C=C2)C=C1	Compound 10	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C15H14N2O6/c18-16(19)12-2-6-14(7-3-12)22-10-1-11-23-15-8-4-13(5-9-15)17(20)21/h2-9H,1,10-11H2	LWXLFOWPHMXKCX-UHFFFAOYSA-N	LWXLFOWPHMXKCX-UHFFFAOYSA-N	[O-][N+](=O)C1=CC=C(OCCCOC2=CC=C(C=C2)[N+]([O-])=O)C=C1	TRUE
UALIB-734	O=[N+]([O-])C1=CC=C(S(=O)(=O)C2=C(C3=CC=C(Br)C=C3)C3C=CC2C3)C=C1	4-BrPh-N-Ns	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C19H14BrNO4S/c20-15-5-3-12(4-6-15)18-13-1-2-14(11-13)19(18)26(24,25)17-9-7-16(8-10-17)21(22)23/h1-10,13-14H,11H2	QACQJFMMDAWHCU-UHFFFAOYSA-N	QACQJFMMDAWHCU-UHFFFAOYSA-N	[O-][N+](=O)C1=CC=C(C=C1)S(=O)(=O)C1=C(C2CC1C=C2)C1=CC=C(Br)C=C1	TRUE
UALIB-735	COC1=CC=C(N(C2=CC=C(OC)C=C2)C2=CC=C(C3=C(S(=O)(=O)C4=CC=C([N+](=O)[O-])C=C4)C4C=CC3C4)C=C2)C=C1	AA-N-Ns	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C33H28N2O6S/c1-40-29-15-9-26(10-16-29)34(27-11-17-30(41-2)18-12-27)25-7-5-22(6-8-25)32-23-3-4-24(21-23)33(32)42(38,39)31-19-13-28(14-20-31)35(36)37/h3-20,23-24H,21H2,1-2H3	INXIXADFCYBPKM-UHFFFAOYSA-N	INXIXADFCYBPKM-UHFFFAOYSA-N	COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)C1=C(C2CC1C=C2)S(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O	TRUE
UALIB-736	COC1=CC=C(NC2=CC(NC3=CC=C(OC)C=C3)=CC(Cl)=C2)C=C1	Cl-mPD	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C20H19ClN2O2/c1-24-19-7-3-15(4-8-19)22-17-11-14(21)12-18(13-17)23-16-5-9-20(25-2)10-6-16/h3-13,22-23H,1-2H3	VSTRINZRYKCHPB-UHFFFAOYSA-N	VSTRINZRYKCHPB-UHFFFAOYSA-N	COC1=CC=C(NC2=CC(NC3=CC=C(OC)C=C3)=CC(Cl)=C2)C=C1	TRUE
UALIB-737	COC1=CC=C(NC2=CC(NC3=CC=C(OC)C=C3)=CC(F)=C2)C=C1	F-mPD	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C20H19FN2O2/c1-24-19-7-3-15(4-8-19)22-17-11-14(21)12-18(13-17)23-16-5-9-20(25-2)10-6-16/h3-13,22-23H,1-2H3	SGNJYSCDYUWILJ-UHFFFAOYSA-N	SGNJYSCDYUWILJ-UHFFFAOYSA-N	COC1=CC=C(NC2=CC(NC3=CC=C(OC)C=C3)=CC(F)=C2)C=C1	TRUE
UALIB-738	COC1=CC=C(NC2=CC(NC3=CC=C(OC)C=C3)=CC(Br)=C2)C=C1	Br-mPD	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C20H19BrN2O2/c1-24-19-7-3-15(4-8-19)22-17-11-14(21)12-18(13-17)23-16-5-9-20(25-2)10-6-16/h3-13,22-23H,1-2H3	OJGVLEQMFACNHJ-UHFFFAOYSA-N	OJGVLEQMFACNHJ-UHFFFAOYSA-N	COC1=CC=C(NC2=CC(NC3=CC=C(OC)C=C3)=CC(Br)=C2)C=C1	TRUE
UALIB-739	CSC1=CC=C(NC2=CC(NC3=CC=C(SC)C=C3)=CC(Cl)=C2)C=C1	Cl-mPD-Sme	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C20H19ClN2S2/c1-24-19-7-3-15(4-8-19)22-17-11-14(21)12-18(13-17)23-16-5-9-20(25-2)10-6-16/h3-13,22-23H,1-2H3	RQOJNGGVDOEXGL-UHFFFAOYSA-N	RQOJNGGVDOEXGL-UHFFFAOYSA-N	CSC1=CC=C(NC2=CC(NC3=CC=C(SC)C=C3)=CC(Cl)=C2)C=C1	TRUE
UALIB-740	COC1=CC=C(NC2=CC(NC3=CC=C(OC)C=C3)=CC=C2)C=C1	H-mPD	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C20H20N2O2/c1-23-19-10-6-15(7-11-19)21-17-4-3-5-18(14-17)22-16-8-12-20(24-2)13-9-16/h3-14,21-22H,1-2H3	JJGYZGWHHMEVBD-UHFFFAOYSA-N	JJGYZGWHHMEVBD-UHFFFAOYSA-N	COC1=CC=C(NC2=CC(NC3=CC=C(OC)C=C3)=CC=C2)C=C1	TRUE
UALIB-741	CC(C)OC1=CC=C(NC2=CC(NC3=CC=C(OC(C)C)C=C3)=CC(Cl)=C2)C=C1	Cl-mPD-OiPr	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C24H27ClN2O2/c1-16(2)28-23-9-5-19(6-10-23)26-21-13-18(25)14-22(15-21)27-20-7-11-24(12-8-20)29-17(3)4/h5-17,26-27H,1-4H3	WVRHGKOHZBERGZ-UHFFFAOYSA-N	WVRHGKOHZBERGZ-UHFFFAOYSA-N	CC(C)OC1=CC=C(NC2=CC(NC3=CC=C(OC(C)C)C=C3)=CC(Cl)=C2)C=C1	TRUE
UALIB-742	COC1=CC=C(N(C2=CC=C(OC)C=C2)C2=CC=C(N(C3=CC=C(OC)C=C3)C3=CC=C(OC)C=C3)C=C2)C=C1	TAPD	Gray, L.T. The application of arylamines as redox auxiliaries, polar crystals, and organic semiconductors. Ph.D. Thesis, The University of Alabama, 2012.	https://ir.ua.edu/handle/123456789/1462	InChI=1S/C34H32N2O4/c1-37-31-17-9-27(10-18-31)35(28-11-19-32(38-2)20-12-28)25-5-7-26(8-6-25)36(29-13-21-33(39-3)22-14-29)30-15-23-34(40-4)24-16-30/h5-24H,1-4H3	TXWHKSPUCZONIE-UHFFFAOYSA-N	TXWHKSPUCZONIE-UHFFFAOYSA-N	COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1	TRUE
