DATASOURCE_REGID	SMILES_RDKIT_2019.09.2	SUBSTANCE_SYNONYM	SUBSTANCE_COMMENT	SUBSTANCE_URL	INCHI_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_CHEMAXON_19.27.0	SMILES_CHEMAXON_19.27.0	INCHIKEYS MATCH?
UALIB-753	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@H](O)CC(=O)O1)OCOC	(4S,6R)-6-((2S,4S)-2,4-bis(Methoxymethoxy)pentyl)-4-hydroxytetrahydro-2H-pyran-2-one	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C14H26O7/c1-10(19-8-17-2)4-12(20-9-18-3)7-13-5-11(15)6-14(16)21-13/h10-13,15H,4-9H2,1-3H3/t10-,11-,12-,13+/m0/s1	BKIMDITXKLAKDV-ZDEQEGDKSA-N	BKIMDITXKLAKDV-ZDEQEGDKSA-N	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@H](O)CC(=O)O1)OCOC	TRUE
UALIB-754	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@H](O[Si](C)(C)C(C)(C)C)CC(=O)O1)OCOC	(4S,6S)-6-((2S,4S)-2,4-bis(Methoxymethoxy)pentyl)-4-((tert-butyldimethylsilyl)oxy)tetrahydro-2H-pyran-2-one	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C20H40O7Si/c1-15(24-13-22-5)9-16(25-14-23-6)10-17-11-18(12-19(21)26-17)27-28(7,8)20(2,3)4/h15-18H,9-14H2,1-8H3/t15-,16-,17-,18-/m0/s1	SOXHOFQLKWLYFH-XSLAGTTESA-N	SOXHOFQLKWLYFH-XSLAGTTESA-N	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@@H](CC(=O)O1)O[Si](C)(C)C(C)(C)C)OCOC	TRUE
UALIB-755	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@H](O[Si](C)(C)C(C)(C)C)CC(OC(C)=O)O1)OCOC	(4S,6S)-6-((2S,4S)-2,4-bis(Methoxymethoxy)pentyl)-4-((tert-butyldimethylsilyl)oxy)tetrahydro-2H-pyran-2-yl acetate	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C22H44O8Si/c1-16(26-14-24-6)10-18(27-15-25-7)11-19-12-20(13-21(29-19)28-17(2)23)30-31(8,9)22(3,4)5/h16,18-21H,10-15H2,1-9H3/t16-,18-,19-,20-,21?/m0/s1	LOMKGHVJVPVPFA-CFDYWWKCSA-N	LOMKGHVJVPVPFA-CFDYWWKCSA-N	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@@H](CC(OC(C)=O)O1)O[Si](C)(C)C(C)(C)C)OCOC	TRUE
UALIB-756	C=CC[C@H]1C[C@@H](O[Si](C)(C)C(C)(C)C)C[C@H](C[C@H](C[C@H](C)OCOC)OCOC)O1	(((2S,4R,6S)-2-Allyl-6-((2S,4S)-2,4-bis(methoxymethoxy)pentyl)tetrahydro-2H-pyran-4-yl)oxy)(tert-butyl)dimethylsilane	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C23H46O6Si/c1-10-11-19-13-22(29-30(8,9)23(3,4)5)15-21(28-19)14-20(27-17-25-7)12-18(2)26-16-24-6/h10,18-22H,1,11-17H2,2-9H3/t18-,19-,20-,21-,22+/m0/s1	ZTYLYRCOKDJTAV-KNOXWWKRSA-N	ZTYLYRCOKDJTAV-KNOXWWKRSA-N	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@@H](C[C@H](CC=C)O1)O[Si](C)(C)C(C)(C)C)OCOC	TRUE
UALIB-757	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@H](CC=O)O1)OCOC	2-((2R,4S,6S)-6-((2S,4S)-2,4-bis(Methoxymethoxy)pentyl)-4-((tert-butyldimethylsilyl)oxy)tetrahydro-2H-pyran-2-yl)acetaldehyde	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C22H44O7Si/c1-17(26-15-24-5)11-19(27-16-25-6)13-20-14-21(12-18(28-20)9-10-23)29-30(7,8)22(2,3)4/h10,17-21H,9,11-16H2,1-8H3/t17-,18-,19-,20-,21+/m0/s1	YYRVIJZYYRDPEP-UQVNRYHBSA-N	YYRVIJZYYRDPEP-UQVNRYHBSA-N	[H]C(=O)C[C@H]1C[C@H](C[C@H](C[C@H](C[C@H](C)OCOC)OCOC)O1)O[Si](C)(C)C(C)(C)C	TRUE
UALIB-758	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@H](CC(=O)O)O1)OCOC	2-((2R,4S,6S)-6-((2S,4S)-2,4-bis(Methoxymethoxy)pentyl)-4-((tert-butyldimethylsilyl)oxy)tetrahydro-2H-pyran-2-yl)acetic acid	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C22H44O8Si/c1-16(27-14-25-5)9-17(28-15-26-6)10-18-11-20(12-19(29-18)13-21(23)24)30-31(7,8)22(2,3)4/h16-20H,9-15H2,1-8H3,(H,23,24)/t16-,17-,18-,19+,20-/m0/s1	AJHUICSBCAFSGN-FSGKZVOOSA-N	AJHUICSBCAFSGN-FSGKZVOOSA-N	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@@H](C[C@H](CC(O)=O)O1)O[Si](C)(C)C(C)(C)C)OCOC	TRUE
UALIB-759	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@H](O)C[C@H](CC(=O)O)O1)OCOC	2-((2R,4S,6R)-6-((2S,4S)-2,4-bis(Methoxymethoxy)pentyl)-4-hydroxytetrahydro-2H-pyran-2-yl)acetic acid	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C16H30O8/c1-11(22-9-20-2)4-13(23-10-21-3)7-14-5-12(17)6-15(24-14)8-16(18)19/h11-15,17H,4-10H2,1-3H3,(H,18,19)/t11-,12-,13-,14+,15+/m0/s1	RPSAXAVZMIOJSJ-BTFPBAQTSA-N	RPSAXAVZMIOJSJ-BTFPBAQTSA-N	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@H](O)C[C@H](CC(O)=O)O1)OCOC	TRUE
UALIB-760	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@H]2C[C@H](CC(=O)O2)O1)OCOC	(1S,5R,7S)-7-((2S,4S)-2,4-bis(Methoxymethoxy)pentyl)-2,6-dioxabicyclo[3.3.1]nonan-3-one	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C16H28O7/c1-11(20-9-18-2)4-12(21-10-19-3)5-13-6-14-7-15(22-13)8-16(17)23-14/h11-15H,4-10H2,1-3H3/t11-,12-,13-,14-,15+/m0/s1	PCUPJGKGNJWCDN-YYFQZIEXSA-N	PCUPJGKGNJWCDN-YYFQZIEXSA-N	COCO[C@@H](C)C[C@@H](C[C@H]1C[C@H]2C[C@H](CC(=O)O2)O1)OCOC	TRUE
UALIB-761	C[C@H]1C[C@@H](C[C@H]2C[C@H]3C[C@H](CC(=O)O3)O2)OCO1	(1S,5R,7S)-7-(((4S,6S)-6-Methyl-1,3-dioxan-4-yl)methyl)-2,6-dioxabicyclo[3.3.1]nonan-3-one	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C13H20O5/c1-8-2-9(16-7-15-8)3-10-4-11-5-12(17-10)6-13(14)18-11/h8-12H,2-7H2,1H3/t8-,9-,10-,11-,12+/m0/s1	AHYKKEUOAMWCHG-UHFZAUJKSA-N	AHYKKEUOAMWCHG-UHFZAUJKSA-N	C[C@H]1C[C@@H](C[C@H]2C[C@H]3C[C@H](CC(=O)O3)O2)OCO1	TRUE
UALIB-762	COC(=O)/C=C/C[C@@H](O)CCO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C	(R,E)-methyl 7-((tert-butyldiphenylsilyl)oxy)-5-hydroxyhept-2-enoate	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C24H32O4Si/c1-24(2,3)29(21-13-7-5-8-14-21,22-15-9-6-10-16-22)28-19-18-20(25)12-11-17-23(26)27-4/h5-11,13-17,20,25H,12,18-19H2,1-4H3/b17-11+/t20-/m1/s1	MIZURAVKJCXGNR-FVECTHPASA-N	MIZURAVKJCXGNR-FVECTHPASA-N	COC(=O)\C=C\C[C@@H](O)CCO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C	TRUE
UALIB-763	COC(=O)C[C@@H]1C[C@H](CCO[Si](C2=CC=CC=C2)(C2=CC=CC=C2)C(C)(C)C)O[C@H](C2=CC=CC=C2)O1	Methyl-2-((2S,4S,6S)-6-(2-((tert-butyldiphenylsilyl)oxy)ethyl)-2-phenyl-1,3-dioxan-4-yl)acetate	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C31H38O5Si/c1-31(2,3)37(27-16-10-6-11-17-27,28-18-12-7-13-19-28)34-21-20-25-22-26(23-29(32)33-4)36-30(35-25)24-14-8-5-9-15-24/h5-19,25-26,30H,20-23H2,1-4H3/t25-,26-,30-/m0/s1	CYQWSRANYDVAQA-JCGRVDTESA-N	CYQWSRANYDVAQA-JCGRVDTESA-N	COC(=O)C[C@@H]1C[C@H](CCO[Si](C2=CC=CC=C2)(C2=CC=CC=C2)C(C)(C)C)O[C@@H](O1)C1=CC=CC=C1	TRUE
UALIB-764	CC(C)(C)[Si](OCC[C@H]1C[C@H](O)CC(=O)O1)(C1=CC=CC=C1)C1=CC=CC=C1	(4S,6S)-6-(2-((tert-Butyldiphenylsilyl)oxy)ethyl)-4-hydroxytetrahydro-2H-pyran-2-one	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C23H30O4Si/c1-23(2,3)28(20-10-6-4-7-11-20,21-12-8-5-9-13-21)26-15-14-19-16-18(24)17-22(25)27-19/h4-13,18-19,24H,14-17H2,1-3H3/t18-,19-/m0/s1	AGBADEFXDBPWOR-OALUTQOASA-N	AGBADEFXDBPWOR-OALUTQOASA-N	CC(C)(C)[Si](OCC[C@H]1C[C@H](O)CC(=O)O1)(C1=CC=CC=C1)C1=CC=CC=C1	TRUE
UALIB-765	CC(C)(C)[Si](C)(C)O[C@@H]1CC(=O)O[C@@H](CCO[Si](C2=CC=CC=C2)(C2=CC=CC=C2)C(C)(C)C)C1	(4S,6S)-4-((tert-Butyldimethylsilyl)oxy)-6-(2-((tert-butyldiphenylsilyl)oxy)ethyl)tetrahydro-2H-pyran-2-one	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C29H44O4Si2/c1-28(2,3)34(7,8)33-24-21-23(32-27(30)22-24)19-20-31-35(29(4,5)6,25-15-11-9-12-16-25)26-17-13-10-14-18-26/h9-18,23-24H,19-22H2,1-8H3/t23-,24-/m0/s1	IIQYZWLDJCGATP-ZEQRLZLVSA-N	IIQYZWLDJCGATP-ZEQRLZLVSA-N	CC(C)(C)[Si](C)(C)O[C@H]1C[C@H](CCO[Si](C2=CC=CC=C2)(C2=CC=CC=C2)C(C)(C)C)OC(=O)C1	TRUE
UALIB-766	CC(=O)OC1C[C@@H](O[Si](C)(C)C(C)(C)C)C[C@H](CCO[Si](C2=CC=CC=C2)(C2=CC=CC=C2)C(C)(C)C)O1	(4S,6S)-4-((tert-Butyldimethylsilyl)oxy)-6-(2-((tert-butyldiphenylsilyl)oxy)ethyl)tetrahydro-2H-pyran-2-yl acetate	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C31H48O5Si2/c1-24(32)34-29-23-26(36-37(8,9)30(2,3)4)22-25(35-29)20-21-33-38(31(5,6)7,27-16-12-10-13-17-27)28-18-14-11-15-19-28/h10-19,25-26,29H,20-23H2,1-9H3/t25-,26-,29?/m0/s1	XMMSQGFRGSCTFG-QEGCZXFXSA-N	XMMSQGFRGSCTFG-QEGCZXFXSA-N	CC(=O)OC1C[C@H](C[C@H](CCO[Si](C2=CC=CC=C2)(C2=CC=CC=C2)C(C)(C)C)O1)O[Si](C)(C)C(C)(C)C	TRUE
UALIB-767	C=CC[C@H]1C[C@@H](O[Si](C)(C)C(C)(C)C)C[C@H](CCO[Si](C2=CC=CC=C2)(C2=CC=CC=C2)C(C)(C)C)O1	(2-((2S,4R,6S)-6-Allyl-4-((tert-butyldimethylsilyl)oxy)tetrahydro-2H-pyran-2-yl)ethoxy)(tert-butyl)diphenylsilane	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C32H50O3Si2/c1-10-17-26-24-28(35-36(8,9)31(2,3)4)25-27(34-26)22-23-33-37(32(5,6)7,29-18-13-11-14-19-29)30-20-15-12-16-21-30/h10-16,18-21,26-28H,1,17,22-25H2,2-9H3/t26-,27-,28+/m0/s1	GXZPLMMCGMOACR-HZFUHODCSA-N	GXZPLMMCGMOACR-HZFUHODCSA-N	CC(C)(C)[Si](C)(C)O[C@H]1C[C@H](CCO[Si](C2=CC=CC=C2)(C2=CC=CC=C2)C(C)(C)C)O[C@@H](CC=C)C1	TRUE
UALIB-768	CC(C)(C)[Si](C)(C)O[C@H]1C[C@H](CCO[Si](C2=CC=CC=C2)(C2=CC=CC=C2)C(C)(C)C)O[C@@H](CC=O)C1	2-((2R,4S,6S)-4-((tert-Butyldimethylsilyl)oxy-6-(2-((tert-butyldiphenylsilyl)oxy)ethyl)tetrahydro-2H-pyran-2-yl)acetaldehyde	Albury, A.M.M. Total syntheses of (-)-cryptocaryolone and (-)-cryptocaryolone diacetate, progress towards the total syntheses of (±)-sinensigenin A and C and the development of a novel electrophilic allylsilane methodology. Ph.D. Thesis, The University of Alabama, 2013. 	https://ir.ua.edu/handle/123456789/1769	InChI=1S/C31H48O4Si2/c1-30(2,3)36(7,8)35-27-23-25(19-21-32)34-26(24-27)20-22-33-37(31(4,5)6,28-15-11-9-12-16-28)29-17-13-10-14-18-29/h9-18,21,25-27H,19-20,22-24H2,1-8H3/t25-,26-,27+/m0/s1	OYPQPMZRMMTTFI-GMQQYTKMSA-N	OYPQPMZRMMTTFI-GMQQYTKMSA-N	[H]C(=O)C[C@H]1C[C@H](C[C@H](CCO[Si](C2=CC=CC=C2)(C2=CC=CC=C2)C(C)(C)C)O1)O[Si](C)(C)C(C)(C)C	TRUE
